exchange;type;token;ticker
Bybit;spot;XDC Network;XDC
Bybit;spot;Galxe;GAL
Bybit;spot;Celo;CELO
Bybit;spot;VaporFund;VPR
Bybit;spot;SpartaDex;SPARTA
Bybit;spot;Cosplay Token;COT
Bybit;spot;Eesee;ESE
Bybit;spot;Terra;LUNA
Bybit;spot;Planet Mojo;MOJO
Bybit;spot;Flappymoonbird;FMB
Bybit;spot;Ankr;ANKR
Bybit;spot;LeverFi;LEVER
Bybit;spot;Rebase GG;IRL
Bybit;spot;Treasure;MAGIC
Bybit;spot;Coq Inu;COQ
Bybit;spot;Shrapnel;SHRAP
Bybit;spot;Tezos;XTZ
Bybit;spot;SATS (Ordinals);SATS
Bybit;spot;5ire;5IRE
Bybit;spot;yearn.finance;YFI
Bybit;spot;Myria;MYRIA
Bybit;spot;Entangle;NGL
Bybit;spot;FTX Token;FTT
Bybit;spot;Zilliqa;ZIL
Bybit;spot;Pundi X PURSE;PURSE
Bybit;spot;Alchemy Pay;ACH
Bybit;spot;LightLink;LL
Bybit;spot;Access Protocol;ACS
Bybit;spot;Nibiru Chain;NIBI
Bybit;spot;Boba Network;BOBA
Bybit;spot;Siacoin;SC
Bybit;spot;Dymension;DYM
Bybit;spot;EthereumPoW;ETHW
Bybit;spot;0x Protocol;ZRX
Bybit;spot;ChainGPT;CGPT
Bybit;spot;AIOZ Network;AIOZ
Bybit;spot;Fame MMA;FAME
Bybit;spot;Vertex Protocol;VRTX
Bybit;spot;EGO;EGO
Bybit;spot;GMX;GMX
Bybit;spot;ZKFair;ZKF
Coinbase;spot;Bitcoin;BTC
Coinbase;spot;Ethereum;ETH
Coinbase;spot;Solana;SOL
Coinbase;spot;Tether USDt;USDT
Coinbase;spot;Dogecoin;DOGE
Coinbase;spot;Shiba Inu;SHIB
Coinbase;spot;Bonk;BONK
Coinbase;spot;XRP;XRP
Coinbase;spot;Avalanche;AVAX
Coinbase;spot;Optimism;OP
Coinbase;spot;Render;RNDR
Coinbase;spot;Fetch.ai;FET
Coinbase;spot;Stacks;STX
Coinbase;spot;Hedera;HBAR
Coinbase;spot;Ondo;ONDO
Coinbase;spot;Chainlink;LINK
Coinbase;spot;Aerodrome Finance;AERO
Coinbase;spot;Litecoin;LTC
Coinbase;spot;NEAR Protocol;NEAR
Coinbase;spot;Polkadot;DOT
Coinbase;spot;Bitcoin Cash;BCH
Coinbase;spot;Jito;JTO
Coinbase;spot;Sei;SEI
Coinbase;spot;Cardano;ADA
Coinbase;spot;Internet Computer;ICP
Coinbase;spot;USDC;USDC
Coinbase;spot;Sui;SUI
Coinbase;spot;Aptos;APT
Coinbase;spot;JasmyCoin;JASMY
Coinbase;spot;Injective;INJ
Coinbase;spot;Stellar;XLM
Coinbase;spot;Celestia;TIA
Coinbase;spot;Arbitrum;ARB
Coinbase;spot;Polygon;MATIC
Coinbase;spot;Ethereum Classic;ETC
Coinbase;spot;Cosmos;ATOM
Coinbase;spot;Lido DAO;LDO
Coinbase;spot;Filecoin;FIL
Coinbase;spot;ZetaChain;ZETA
Coinbase;spot;Amp;AMP
Coinbase;spot;Immutable;IMX
Coinbase;spot;Goldfinch;GFI
Coinbase;spot;Uniswap;UNI
Coinbase;spot;SKALE;SKL
Coinbase;spot;The Graph;GRT
Coinbase;spot;Safe;SAFE
Coinbase;spot;Algorand;ALGO
Coinbase;spot;SushiSwap;SUSHI
Coinbase;spot;Helium;HNT
Coinbase;spot;Maker;MKR
Coinbase;spot;VeChain;VET
Coinbase;spot;Wrapped Bitcoin;WBTC
Coinbase;spot;AIOZ Network;AIOZ
Coinbase;spot;Velodrome Finance;VELO
Coinbase;spot;Aave;AAVE
Coinbase;spot;Arcblock;ABT
Coinbase;spot;Helium Mobile;MOBILE
Coinbase;spot;Tellor;TRB
Coinbase;spot;Echelon Prime;PRIME
Coinbase;spot;Propy;PRO
Coinbase;spot;Ocean Protocol;OCEAN
Coinbase;spot;Harvest Finance;FARM
Coinbase;spot;Ankr;ANKR
Coinbase;spot;Cronos;CRO
Coinbase;spot;Quant;QNT
Coinbase;spot;Aleph.im;ALEPH
Coinbase;spot;Alchemy Pay;ACH
Coinbase;spot;Akash Network;AKT
Coinbase;spot;SuperVerse;SUPER
Coinbase;spot;Tensor;TNSR
Coinbase;spot;Ethereum Name Service;ENS
Coinbase;spot;ApeCoin;APE
Coinbase;spot;Big Time;BIGTIME
Coinbase;spot;Axelar;AXL
Coinbase;spot;Hashflow;HFT
Coinbase;spot;Arkham;ARKM
Coinbase;spot;Coinbase Wrapped Staked ETH;cbETH
Coinbase;spot;Loopring;LRC
Coinbase;spot;Flare;FLR
Coinbase;spot;Dai;DAI
Coinbase;spot;Tezos;XTZ
Coinbase;spot;Starknet;STRK
Coinbase;spot;Oasis;ROSE
Coinbase;spot;Blur;BLUR
Coinbase;spot;yearn.finance;YFI
Coinbase;spot;Suku;SUKU
Coinbase;spot;EOS;EOS
Coinbase;spot;MATH;MATH
Coinbase;spot;Braintrust;BTRST
Coinbase;spot;TrueFi;TRU
Coinbase;spot;OriginTrail;TRAC
Coinbase;spot;The Sandbox;SAND
Coinbase;spot;Decentraland;MANA
Coinbase;spot;COTI;COTI
Coinbase;spot;Ribbon Finance;RBN
Coinbase;spot;LCX;LCX
Coinbase;spot;Chiliz;CHZ
Coinbase;spot;Neon EVM;NEON
Coinbase;spot;Omni Network;OMNI
Coinbase;spot;Mina;MINA
Coinbase;spot;0x Protocol;ZRX
Coinbase;spot;Highstreet;HIGH
Coinbase;spot;Synthetix;SNX
Coinbase;spot;Pangolin;PNG
Coinbase;spot;Golem;GLM
Coinbase;spot;Vara Network;VARA
Coinbase;spot;Osmosis;OSMO
Coinbase;spot;DIMO;DIMO
Coinbase;spot;Orca;ORCA
Coinbase;spot;Livepeer;LPT
Coinbase;spot;KARRAT;KARRAT
Coinbase;spot;Seamless;SEAM
Coinbase;spot;Curve DAO Token;CRV
Coinbase;spot;Synapse;SYN
Coinbase;spot;Civic;CVC
Coinbase;spot;Compound;COMP
Coinbase;spot;Green Satoshi Token (SOL);GST
Coinbase;spot;Threshold;T
Coinbase;spot;Forta;FORT
Coinbase;spot;Shadow Token;SHDW
Coinbase;spot;Polkastarter;POLS
Coinbase;spot;Orion;ORN
Coinbase;spot;API3;API3
Coinbase;spot;Celo;CGLD
Coinbase;spot;Wrapped Ampleforth;WAMPL
Coinbase;spot;MultiversX;EGLD
Coinbase;spot;SwftCoin;SWFTC
Coinbase;spot;Dypius [Old];DYP
Coinbase;spot;EURC;EUROC
Coinbase;spot;Aventus;AVT
Coinbase;spot;Metis;METIS
Coinbase;spot;Storj;STORJ
Coinbase;spot;Maple;MPL
Coinbase;spot;Measurable Data Token;MDT
Coinbase;spot;CLV;CLV
Coinbase;spot;Onyxcoin;XCN
Coinbase;spot;Flow;FLOW
Coinbase;spot;GMT;GMT
Coinbase;spot;RARI;RARI
Coinbase;spot;Decentralized Social;DESO
Coinbase;spot;Zcash;ZEC
Coinbase;spot;Illuvium;ILV
Coinbase;spot;Galxe;GAL
Coinbase;spot;Aurora;AURORA
Coinbase;spot;Cartesi;CTSI
Coinbase;spot;Kusama;KSM
Coinbase;spot;1inch Network;1INCH
Coinbase;spot;Vanar Chain;TVK
Coinbase;spot;Spell Token;SPELL
Coinbase;spot;Hivemapper;HONEY
Coinbase;spot;XYO;XYO
Coinbase;spot;Numeraire;NMR
Coinbase;spot;Axie Infinity;AXS
Coinbase;spot;district0x;DNT
Coinbase;spot;Aavegotchi;GHST
Coinbase;spot;Request;REQ
Coinbase;spot;Shapeshift FOX Token;FOX
Coinbase;spot;Circuits of Value;COVAL
Coinbase;spot;Pundi X (New);PUNDIX
Coinbase;spot;Mask Network;MASK
Coinbase;spot;HOPR;HOPR
Coinbase;spot;PolySwarm;NCT
Coinbase;spot;PARSIQ;PRQ
Coinbase;spot;Boba Network;BOBA
Coinbase;spot;Media Network;MEDIA
Coinbase;spot;Enzyme;MLN
Coinbase;spot;Cryptex Finance;CTX
Coinbase;spot;Liquity;LQTY
Coinbase;spot;Gemini Dollar;GUSD
Coinbase;spot;Assemble Protocol;ASM
Coinbase;spot;Vulcan Forged (PYR);PYR
Coinbase;spot;Marinade;MNDE
Coinbase;spot;BENQI;QI
Coinbase;spot;Bluzelle;BLZ
Coinbase;spot;IoTeX;IOTX
Coinbase;spot;Marinade Staked SOL;MSOL
Coinbase;spot;Gitcoin;GTC
Coinbase;spot;Gods Unchained;GODS
Coinbase;spot;VeThor Token;VTHO
Coinbase;spot;Enjin Coin;ENJ
Coinbase;spot;Orchid;OXT
Coinbase;spot;Biconomy;BICO
Coinbase;spot;iExec RLC;RLC
Coinbase;spot;Index Cooperative;INDEX
Coinbase;spot;UMA;UMA
Coinbase;spot;Dash;DASH
Coinbase;spot;AirSwap;AST
Coinbase;spot;Basic Attention Token;BAT
Coinbase;spot;Sperax;SPA
Coinbase;spot;Celer Network;CELR
Coinbase;spot;Rocket Pool;RPL
Coinbase;spot;Badger DAO;BADGER
Coinbase;spot;NKN;NKN
Coinbase;spot;Alchemix;ALCX
Coinbase;spot;Audius;AUDIO
Coinbase;spot;Horizen;ZEN
Coinbase;spot;Perpetual Protocol;PERP
Coinbase;spot;Metal DAO;MTL
Coinbase;spot;Bonfida;FIDA
Coinbase;spot;Inverse Finance;INV
Crypto.com;spot;Ethereum;ETH
Crypto.com;spot;Bitcoin;BTC
Crypto.com;spot;Solana;SOL
Crypto.com;spot;Cronos;CRO
Crypto.com;spot;Dogecoin;DOGE
Crypto.com;spot;Tether USDt;USDT
Crypto.com;spot;Avalanche;AVAX
Crypto.com;spot;Cardano;ADA
Crypto.com;spot;XRP;XRP
Crypto.com;spot;Shiba Inu;SHIB
Crypto.com;spot;Polkadot;DOT
Crypto.com;spot;Fetch.ai;FET
Crypto.com;spot;Cosmos;ATOM
Crypto.com;spot;Polygon;MATIC
Crypto.com;spot;Litecoin;LTC
Crypto.com;spot;dogwifhat;WIF
Crypto.com;spot;Chainlink;LINK
Crypto.com;spot;Gala;GALA
Crypto.com;spot;Pepe;PEPE
Crypto.com;spot;Hedera;HBAR
Crypto.com;spot;Aave;AAVE
Crypto.com;spot;NEAR Protocol;NEAR
Crypto.com;spot;MANEKI;MANEKI
Crypto.com;spot;Bitcoin Cash;BCH
Crypto.com;spot;Render;RNDR
Crypto.com;spot;Fantom;FTM
Crypto.com;spot;crow with knife;CAW
Crypto.com;spot;Bonk;BONK
Crypto.com;spot;Optimism;OP
Crypto.com;spot;Jupiter;JUP
Crypto.com;spot;Stellar;XLM
Crypto.com;spot;VVS Finance;VVS
Crypto.com;spot;Arbitrum;ARB
Crypto.com;spot;Astar;ASTR
Crypto.com;spot;Wormhole;W
Crypto.com;spot;Milady Meme Coin;LADYS
Crypto.com;spot;Uniswap;UNI
Crypto.com;spot;Internet Computer;ICP
Crypto.com;spot;JasmyCoin;JASMY
Crypto.com;spot;Stacks;STX
Crypto.com;spot;Sui;SUI
Crypto.com;spot;Nervos Network;CKB
Crypto.com;spot;PayPal USD;PYUSD
Crypto.com;spot;Velo;VELO
Crypto.com;spot;BOOK OF MEME;BOME
Crypto.com;spot;CorgiAI;CORGIAI
Crypto.com;spot;Arweave;AR
Crypto.com;spot;Chainflip;FLIP
Crypto.com;spot;Injective;INJ
Crypto.com;spot;Ethena;ENA
Crypto.com;spot;Tezos;XTZ
Crypto.com;spot;Contentos;COS
Crypto.com;spot;VeChain;VET
Crypto.com;spot;Ethereum Classic;ETC
Crypto.com;spot;The Graph;GRT
Crypto.com;spot;Aptos;APT
Crypto.com;spot;Pendle;PENDLE
Crypto.com;spot;Ocean Protocol;OCEAN
Crypto.com;spot;Reserve Rights;RSR
Crypto.com;spot;ORDI;ORDI
Crypto.com;spot;Ondo;ONDO
Crypto.com;spot;Terra Classic;LUNC
Crypto.com;spot;Crypto.com Staked ETH;CDCETH
Crypto.com;spot;Akash Network;AKT
Crypto.com;spot;EOS;EOS
Crypto.com;spot;VeThor Token;VTHO
Crypto.com;spot;Wrapped Bitcoin;WBTC
Crypto.com;spot;Theta Network;THETA
Crypto.com;spot;Worldcoin;WLD
Crypto.com;spot;The Sandbox;SAND
Crypto.com;spot;Filecoin;FIL
Crypto.com;spot;Algorand;ALGO
Crypto.com;spot;Quant;QNT
Crypto.com;spot;Terra;LUNA2
Crypto.com;spot;Lido DAO;LDO
Crypto.com;spot;Zebec Network;ZBCN
Crypto.com;spot;Fulcrom Finance;FUL
Crypto.com;spot;SingularityNET;AGIX
Crypto.com;spot;Flux;FLUX
Crypto.com;spot;Crypterium;CRPT
Crypto.com;spot;Amp;AMP
Crypto.com;spot;AIOZ Network;AIOZ
Crypto.com;spot;IoTeX;IOTX
Crypto.com;spot;ApeCoin;APE
Crypto.com;spot;THORChain;RUNE
Crypto.com;spot;RARI;RARI
Crypto.com;spot;Klaytn;KLAY
Crypto.com;spot;Polymesh;POLYX
Crypto.com;spot;Verasity;VRA
Crypto.com;spot;OriginTrail;TRAC
Crypto.com;spot;FLOKI;FLOKI
Crypto.com;spot;Boson Protocol;BOSON
Crypto.com;spot;Aevo;AEVO
Crypto.com;spot;MultiversX;EGLD
Crypto.com;spot;Arkham;ARKM
Crypto.com;spot;Bone ShibaSwap;BONE
Crypto.com;spot;Degen;DEGEN
Crypto.com;spot;Axie Infinity;AXS
Crypto.com;spot;Sei;SEI
Crypto.com;spot;Helium;HNT
Crypto.com;spot;Cartesi;CTSI
Crypto.com;spot;Safe;SAFE
Crypto.com;spot;Enjin Coin;ENJ
Crypto.com;spot;Heroes of Mavia;MAVIA
Crypto.com;spot;Harmony;ONE
Crypto.com;spot;Casper;CSPR
Crypto.com;spot;LimeWire;LMWR
Crypto.com;spot;Neo;NEO
Crypto.com;spot;Moonchain;MXC
Crypto.com;spot;Dogelon Mars;ELON
Crypto.com;spot;Alchemy Pay;ACH
Crypto.com;spot;SubQuery Network;SQT
Crypto.com;spot;Enzyme;MLN
Crypto.com;spot;Neon EVM;NEON
Crypto.com;spot;ZetaChain;ZETA
Crypto.com;spot;Hashflow;HFT
Crypto.com;spot;Maker;MKR
Crypto.com;spot;Keep3rV1;KP3R
Crypto.com;spot;Pyth Network;PYTH
Crypto.com;spot;Axelar;AXL
Crypto.com;spot;Kusama;KSM
Crypto.com;spot;Immutable;IMX
Crypto.com;spot;PAX Gold;PAXG
Crypto.com;spot;Celer Network;CELR
Crypto.com;spot;Helium Mobile;MOBILE
Crypto.com;spot;Celestia;TIA
Crypto.com;spot;Gekko HQ;GEKKO
Crypto.com;spot;Illuvium;ILV
Crypto.com;spot;Veno Finance;VNO
Crypto.com;spot;Decentraland;MANA
Crypto.com;spot;Starknet;STRK
Crypto.com;spot;Basic Attention Token;BAT
Crypto.com;spot;SuperVerse;SUPER
Crypto.com;spot;Ankr;ANKR
Crypto.com;spot;Harvest Finance;FARM
Crypto.com;spot;1inch Network;1INCH
Crypto.com;spot;Yield Guild Games;YGG
Crypto.com;spot;XYO;XYO
Crypto.com;spot;Flare;FLR
Crypto.com;spot;Artificial Liquid Intelligence;ALI
Crypto.com;spot;Metis;METIS
Crypto.com;spot;Mask Network;MASK
Crypto.com;spot;Loopring;LRC
Crypto.com;spot;Ravencoin;RVN
Crypto.com;spot;Band Protocol;BAND
Crypto.com;spot;Theta Fuel;TFUEL
Crypto.com;spot;Holo;HOT
Crypto.com;spot;Gari Network;GARI
Crypto.com;spot;Smooth Love Potion;SLP
Crypto.com;spot;Covalent;CQT
Crypto.com;spot;Orion;ORN
Crypto.com;spot;Zilliqa;ZIL
Crypto.com;spot;Tectonic;TONIC
Crypto.com;spot;DigiByte;DGB
Crypto.com;spot;CUDOS;CUDOS
Crypto.com;spot;Tellor;TRB
Crypto.com;spot;Chiliz;CHZ
Crypto.com;spot;COTI;COTI
Crypto.com;spot;ARPA;ARPA
Crypto.com;spot;Flow;FLOW
Crypto.com;spot;Nano;XNO
Crypto.com;spot;Bluzelle;BLZ
Crypto.com;spot;ICON;ICX
Crypto.com;spot;BENQI;QI
Crypto.com;spot;Curve DAO Token;CRV
Crypto.com;spot;OpenLeverage;OLE
Crypto.com;spot;Golem;GLM
Crypto.com;spot;Kava;KAVA
Crypto.com;spot;Siacoin;SC
Crypto.com;spot;Numbers Protocol;NUM
Crypto.com;spot;Treasure;MAGIC
Crypto.com;spot;Vulcan Forged (PYR);PYR
Crypto.com;spot;Osmosis;OSMO
Crypto.com;spot;Livepeer;LPT
Crypto.com;spot;Reef;REEF
Crypto.com;spot;Cronos ID;CROID
Crypto.com;spot;Compound;COMP
Crypto.com;spot;Step App;FITFI
Crypto.com;spot;TrueFi;TRU
Crypto.com;spot;Smart Layer Network;SLN
Crypto.com;spot;Moonriver;MOVR
Crypto.com;spot;Dai;DAI
Crypto.com;spot;Waves;WAVES
Crypto.com;spot;SKALE;SKL
Crypto.com;spot;SushiSwap;SUSHI
Crypto.com;spot;Measurable Data Token;MDT
Crypto.com;spot;DeRace;DERC
Crypto.com;spot;Mina;MINA
Crypto.com;spot;Pixels;PIXEL
Crypto.com;spot;bitsCrunch;BCUT
Crypto.com;spot;Voxies;VOXEL
Crypto.com;spot;Wen;WEN
Crypto.com;spot;Aurora;AURORA
Crypto.com;spot;Ferro;FER
Crypto.com;spot;Chromia;CHR
Crypto.com;spot;Blur;BLUR
Crypto.com;spot;Oraichain;ORAI
Crypto.com;spot;WEMIX;WEMIX
Crypto.com;spot;Liquid CRO;LCRO
Crypto.com;spot;Shrapnel;SHRAP
Gate.io;spot;Bitcoin;BTC
Gate.io;spot;Ethereum;ETH
Gate.io;spot;Pigcoin;PIGCOIN
Gate.io;spot;Art de Finance;ADF
Gate.io;spot;Farcana;FAR
Gate.io;spot;Pepe;PEPE
Gate.io;spot;Dogecoin;DOGE
Gate.io;spot;KStarNFT;KNFT
Gate.io;spot;Solana;SOL
Gate.io;spot;NEAR Protocol;NEAR
Gate.io;spot;Ethena;ENA
Gate.io;spot;Ondo;ONDO
Gate.io;spot;Internet Computer;ICP
Gate.io;spot;dogwifhat;WIF
Gate.io;spot;Hedera;HBAR
Gate.io;spot;Zeebu;ZBU
Gate.io;spot;Wormhole;W
Gate.io;spot;Shiba Inu;SHIB
Gate.io;spot;CatCoin;CATCOIN
Gate.io;spot;XRP;XRP
Gate.io;spot;Bonk;BONK
Gate.io;spot;Popcat (SOL);POPCAT
Gate.io;spot;ZetaChain;ZETA
Gate.io;spot;BNB;BNB
Gate.io;spot;Optimism;OP
Gate.io;spot;Velo;VELO
Gate.io;spot;Mythos;MYTH
Gate.io;spot;Toncoin;TON
Gate.io;spot;Stacks;STX
Gate.io;spot;Bitcoin Cash;BCH
Gate.io;spot;ether.fi;ETHFI
Gate.io;spot;Filecoin;FIL
Gate.io;spot;SingularityNET;AGIX
Gate.io;spot;Jupiter;JUP
Gate.io;spot;Arweave;AR
Gate.io;spot;Kaspa;KAS
Gate.io;spot;Ethereum Classic;ETC
Gate.io;spot;FLOKI;FLOKI
Gate.io;spot;Conflux;CFX
Gate.io;spot;SLERF;SLERF
Gate.io;spot;Nervos Network;CKB
Gate.io;spot;cat in a dogs world;MEW
Gate.io;spot;BOOK OF MEME;BOME
Gate.io;spot;Fetch.ai;FET
Gate.io;spot;ORDI;ORDI
Gate.io;spot;Saga;SAGA
Gate.io;spot;Render;RNDR
Gate.io;spot;Fantom;FTM
Gate.io;spot;Arbitrum;ARB
Gate.io;spot;Voyager Token;VGX
Gate.io;spot;Polkadot;DOT
Gate.io;spot;Arkham;ARKM
Gate.io;spot;JasmyCoin;JASMY
Gate.io;spot;Polygon;MATIC
Gate.io;spot;Bittensor;TAO
Gate.io;spot;Cardano;ADA
Gate.io;spot;Sui;SUI
Gate.io;spot;Jito;JTO
Gate.io;spot;Avalanche;AVAX
Gate.io;spot;Monero;XMR
Gate.io;spot;Astar;ASTR
Gate.io;spot;Worldcoin;WLD
Gate.io;spot;Tensor;TNSR
Gate.io;spot;Starknet;STRK
Gate.io;spot;Sei;SEI
Gate.io;spot;Niza Global;NIZA
Gate.io;spot;Algorand;ALGO
Gate.io;spot;Injective;INJ
Gate.io;spot;Berry;BERRY
Gate.io;spot;Aptos;APT
Gate.io;spot;Degen;DEGEN
Gate.io;spot;Litecoin;LTC
Gate.io;spot;rats (Ordinals);rats
Gate.io;spot;Polyhedra Network;ZK
Gate.io;spot;Gala;GALA
Gate.io;spot;Chainlink;LINK
Gate.io;spot;DOG•GO•TO•THE•MOON;DOG
Gate.io;spot;Flare;FLR
Gate.io;spot;Goldfinch;GFI
Gate.io;spot;Safe;SAFE
Gate.io;spot;Meson Network;MSN
Gate.io;spot;EOS;EOS
Gate.io;spot;MANEKI;MANEKI
Gate.io;spot;ssv.network;SSV
Gate.io;spot;Celestia;TIA
Gate.io;spot;Ocean Protocol;OCEAN
Gate.io;spot;Cosmos;ATOM
Gate.io;spot;Wen;WEN
Gate.io;spot;Theta Network;THETA
Gate.io;spot;Highstreet;HIGH
Gate.io;spot;Parcl;PRCL
Gate.io;spot;Pendle;PENDLE
Gate.io;spot;Grok;GROK
Gate.io;spot;GateToken;GT
Gate.io;spot;Yield Guild Games;YGG
Gate.io;spot;Helium;HNT
Gate.io;spot;Brett;BRETT
Gate.io;spot;Altlayer;ALT
Gate.io;spot;FTX Token;FTT
Gate.io;spot;Memecoin;MEME
Gate.io;spot;Flow;FLOW
Gate.io;spot;Chiliz;CHZ
Gate.io;spot;Renzo;REZ
Gate.io;spot;Multibit;MUBI
Gate.io;spot;Blur;BLUR
Gate.io;spot;Synthetix;SNX
Gate.io;spot;Abyss World;AWT
Gate.io;spot;ApeCoin;APE
Gate.io;spot;Akash Network;AKT
Gate.io;spot;Apu Apustaja;APU
Gate.io;spot;Alchemy Pay;ACH
Gate.io;spot;dYdX (ethDYDX);DYDX
Gate.io;spot;Uniswap;UNI
Gate.io;spot;Omni Network;OMNI
Gate.io;spot;Aerodrome Finance;AERO
Gate.io;spot;Altura;ALU
Gate.io;spot;Gomining;GOMINING
Gate.io;spot;XCAD Network;XCAD
Gate.io;spot;Radix;XRD
Gate.io;spot;Mantle;MNT
Gate.io;spot;Merlin Chain;MERL
Gate.io;spot;SATS (Ordinals);SATS
Gate.io;spot;Terra;LUNA
Gate.io;spot;Core;CORE
Gate.io;spot;Venom;VENOM
Gate.io;spot;Pyth Network;PYTH
Gate.io;spot;SPACE ID;ID
Gate.io;spot;Ordiswap;ORDS
Gate.io;spot;BlackCardCoin;BCCOIN
Gate.io;spot;Myro;MYRO
Gate.io;spot;TRON;TRX
Gate.io;spot;Bitcoin SV;BSV
Gate.io;spot;Manta Network;MANTA
Gate.io;spot;Fluence;FLT
Gate.io;spot;Telos;TLOS
Gate.io;spot;MEMETOON;MEMETOON
Gate.io;spot;USDC;USDC
Gate.io;spot;Casper;CSPR
Gate.io;spot;Heroes of Mavia;MAVIA
Gate.io;spot;TokenFi;TOKEN
Gate.io;spot;Liquity;LQTY
Gate.io;spot;Neon EVM;NEON
Gate.io;spot;Serenity Shield;SERSH
Gate.io;spot;Cronos;CRO
Gate.io;spot;Ontology;ONT
Gate.io;spot;HyperGPT;HGPT
Gate.io;spot;Solidus Ai Tech;AITECH
Gate.io;spot;Pixels;PIXEL
Gate.io;spot;Aevo;AEVO
Gate.io;spot;Polymesh;POLYX
Gate.io;spot;Galxe;GAL
Gate.io;spot;Kamino Finance;KMNO
Gate.io;spot;Zeus Network;ZEUS
Gate.io;spot;NAVI Protocol;NAVX
Gate.io;spot;Flux;FLUX
Gate.io;spot;GOMDori;GOMD
Gate.io;spot;LayerAI;LAI
Gate.io;spot;Stellar;XLM
Gate.io;spot;Celsius;CEL
Gate.io;spot;NADA Protocol Token;NADA
Gate.io;spot;Milady Meme Coin;LADYS
Gate.io;spot;Foxy;FOXY
Gate.io;spot;Parex;PRX
Gate.io;spot;Civic;CVC
Gate.io;spot;Statter Network;STT
Gate.io;spot;iMe Lab;LIME
Gate.io;spot;Clore.ai;CLORE
Gate.io;spot;Ponke;PONKE
Gate.io;spot;WAGMI Games;WAGMIGAMES
Gate.io;spot;PAAL AI;PAAL
Gate.io;spot;Delysium;AGI
Gate.io;spot;Masa;MASA
Gate.io;spot;DMAIL Network;DMAIL
Gate.io;spot;LandX Finance;LNDX
Gate.io;spot;tomiNet;TOMI
Gate.io;spot;MANTRA;OM
Gate.io;spot;Nakamoto Games;NAKA
Gate.io;spot;Helium Mobile;MOBILE
Gate.io;spot;SATOSHI•NAKAMOTO;SATOSHI
Gate.io;spot;Neo;NEO
Gate.io;spot;Cheelee;CHEEL
Gate.io;spot;Tether USDt;USDT
Gate.io;spot;Chia;XCH
Gate.io;spot;Mask Network;MASK
Gate.io;spot;Coq Inu;COQ
Gate.io;spot;KARRAT;KARRAT
Gate.io;spot;PaLM AI;PALM
Gate.io;spot;The Sandbox;SAND
Gate.io;spot;Echelon Prime;PRIME
Gate.io;spot;Arcblock;ABT
Gate.io;spot;MultiversX;EGLD
Gate.io;spot;Baby Doge Coin;BabyDoge
Gate.io;spot;VinuChain;VC
Gate.io;spot;WEMIX;WEMIX
Gate.io;spot;Bitcoin Cats;1CAT
Gate.io;spot;CatGPT;CATGPT
Gate.io;spot;Waves;WAVES
Gate.io;spot;AIOZ Network;AIOZ
Gate.io;spot;ALEX Lab;ALEX
Gate.io;spot;Frontier;FRONT
Gemini;spot;Bitcoin;BTC
Gemini;spot;Ethereum;ETH
Gemini;spot;Solana;SOL
Gemini;spot;USDC;USDC
Gemini;spot;Tether USDt;USDT
Gemini;spot;Gemini Dollar;GUSD
Gemini;spot;PAX Gold;PAXG
Gemini;spot;Dogecoin;DOGE
Gemini;spot;Pepe;PEPE
Gemini;spot;XRP;XRP
Gemini;spot;Polygon;MATIC
Gemini;spot;Filecoin;FIL
